title,origin,year,decision,criterio,motivo,decision_final,resolucion
Risk Tolerance Profiling Measure: Testing Its Reliability and Validities,Scopus + WoS,2021,INCLUDE,"I1,I2,I3,I4",Valida psicometricamente una medida de perfilamiento de tolerancia al riesgo de inversionistas y su capacidad predictiva de ansiedad ante perdidas.,INCLUDE,
SEISMIC ASSESSMENT AND RISK PROFILING OF LARGE BUILDING INVENTORIES IN NORTH AMERICA,Scopus only,2021,EXCLUDE,E1,"Trata sobre evaluacion y perfilamiento de riesgo sismico de inventarios de edificios, riesgo de infraestructura fisica sin relacion con el comportamiento del inversionista individual.",EXCLUDE,
A Digital Assistant for Stock Market Prediction,Scopus only,2021,EXCLUDE,E6,Propone un asistente digital de prediccion bursatil basado en analisis fundamental; la mencion de perfiles de riesgo es incidental y no constituye evidencia sustantiva de un constructo conductual.,EXCLUDE,
Predictive Claim Scores for Dynamic Multi-Product Risk Classification in Insurance,Scopus + WoS,2021,EXCLUDE,E5,"Desarrolla un modelo de clasificacion de riesgo de reclamaciones para tarificacion de seguros, un contexto actuarial sin relacion con el comportamiento de inversion.",EXCLUDE,
What explains the investment decision-making behaviour? The role of financial literacy and financial risk tolerance,Scopus only,2021,INCLUDE,"I1,I2,I3,I4",Investiga el rol mediador de la tolerancia al riesgo financiero entre alfabetizacion financiera y comportamiento de decision de inversion de inversionistas individuales paquistanies.,INCLUDE,
Behavioral Biases on Investment Decision: A Case Study in Indonesia,Scopus + WoS,2021,INCLUDE,"I1,I2,I3,I4","Examina la influencia de sesgos conductuales cognitivos y emocionales (anclaje, aversion a la perdida, efecto manada, etc.) en decisiones de inversion de inversionistas individuales indonesios.",INCLUDE,
Why does a prestigious emission house emit a loan for a peripheral state? The house of Rothschild and the Greek guaranteed loan of 1833,Scopus + WoS,2021,EXCLUDE,E4,"Es un estudio historico de caso sobre la percepcion de riesgo de un banquero (Rothschild) al emitir un prestamo soberano, una decision institucional/corporativa sin poblacion de inversionistas individuales.",EXCLUDE,
The Impact of the Behavioral Factors on Investment Decision-Making: A Systemic Review on Financial Institutions,Scopus only,2021,INCLUDE,"I1,I2,I3,I4","Revision sistematica sobre el impacto de factores conductuales (exceso de confianza, anclaje, efecto manada, aversion a la perdida) en la toma de decisiones de inversion.",INCLUDE,
Performance profiling of the unit trust funds in Malaysia with data mining techniques,Scopus only,2021,UNCERTAIN,AMBIGUO,"Realiza perfilamiento de desempeno de fondos de inversion mediante mineria de datos para orientar a inversionistas minoristas segun su tolerancia al riesgo, pero no mide directamente el constructo conductual del inversionista, resultando marginal.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Market discipline in the behavioral finance perspective: a case of Sharia mutual funds in Indonesia,Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4","Analiza determinantes conductuales (alfabetizacion financiera islamica, tolerancia al riesgo financiero) de la intencion de retiro de inversionistas minoristas en fondos mutuos sharia.",INCLUDE,
Reference Prices and Turnover: Evidence from Small-Capitalization Stocks,Scopus + WoS,2021,INCLUDE,"I1,I2,I3,I4",Investiga el efecto de los precios de referencia y la aversion a la perdida miope en las decisiones de negociacion de inversionistas bursatiles indios.,INCLUDE,
The behavior of the various personalities of secondary equity investors: Big five personality model,Scopus only,2021,INCLUDE,"I1,I2,I3,I4",Analiza como los rasgos de personalidad (Big Five) se relacionan con sesgos conductuales de inversionistas individuales en el mercado secundario de acciones.,INCLUDE,
Analytical fragility curves for masonry school building portfolios in Nepal,Scopus only,2021,EXCLUDE,E1,"Presenta curvas de fragilidad sismica para portafolios de edificios escolares en Nepal, riesgo de infraestructura fisica sin relacion con inversionistas.",EXCLUDE,
Impact of masonry infill variability on the estimation of floor response spectra in RC buildings,Scopus only,2021,EXCLUDE,E1,"Analiza el efecto de la variabilidad de muros de mamposteria en la respuesta sismica de edificios de concreto reforzado, riesgo de infraestructura fisica.",EXCLUDE,
A Comparative Study of Machine Learning Approaches for Non Performing Loan Prediction,Scopus only,2021,EXCLUDE,E4,"Compara algoritmos de aprendizaje automatico para predecir prestamos no productivos en un banco, un riesgo crediticio corporativo/institucional sin angulo conductual del inversionista individual.",EXCLUDE,
Understanding the impact of investor sentiment on the price formation process: A review of the conduct of American stock markets,Scopus only,2020,UNCERTAIN,AMBIGUO,"Analiza el efecto del sentimiento del inversionista y desplazamientos en la tolerancia al riesgo sobre la formacion de precios bursatiles, pero el foco principal es la dinamica de mercado agregada mas que el perfil conductual individual, resultando marginal.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Determination of Individual Investors' Financial Risk Tolerance by Machine Learning Methods | Bireysel Yatirimci Finansal Risk Toleransinin Makine Ogrenmesi Yontemleriyle Belirlenmesi,Scopus only,2020,INCLUDE,"I1,I2,I3,I4",Determina la tolerancia al riesgo financiero de inversionistas individuales mediante metodos de aprendizaje automatico a partir de variables demograficas y socioeconomicas.,INCLUDE,
"Loss aversion, overconfidence and their effects on a virtual stock exchange",Scopus only,2020,INCLUDE,"I1,I2,I3,I4","Estudia mediante un modelo de bolsa artificial los efectos del exceso de confianza y la aversion a la perdida en el comportamiento de agentes inversionistas, aportando evidencia teorica sobre estos constructos conductuales.",INCLUDE,
Risk-intolerant but risk-taking-towards a better understanding of inconsistent survey responses of the Euro area households,Scopus + WoS,2020,INCLUDE,"I1,I2,I3,I4","Analiza la inconsistencia entre la tolerancia al riesgo declarada y la tenencia real de activos riesgosos en hogares europeos, un constructo conductual central de perfilamiento de inversionistas.",INCLUDE,
Measurement of risk preference,Scopus + WoS,2020,UNCERTAIN,AMBIGUO,"Propone un nuevo procedimiento para medir la preferencia por el riesgo y la aversion a la perdida, pero la poblacion de sujetos no se define explicitamente como inversionistas, resultando marginal.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Continuous quantitative risk management in smart grids using attack defense trees,Scopus only,2020,EXCLUDE,E3,"Propone una metodologia de gestion continua de riesgo cibernetico en redes electricas inteligentes mediante arboles de ataque-defensa, sin relacion con decisiones de inversion.",EXCLUDE,
Predicting Financial Health of Banks for Investor Guidance Using Machine Learning Algorithms,Scopus + WoS,2020,EXCLUDE,E6,"Clasifica bancos segun su salud financiera mediante aprendizaje automatico para orientar a depositantes minoristas, sin estudiar ningun constructo conductual de riesgo del inversionista.",EXCLUDE,
Evaluation of behavioral biases affecting investment decision making of individual equity investors by fuzzy analytic hierarchy process,Scopus + WoS,2020,INCLUDE,"I1,I2,I3,I4","Evalua y jerarquiza mediante proceso jerarquico difuso los sesgos conductuales (exceso de confianza, anclaje, aversion a la perdida, efecto manada) que afectan la decision de inversion de inversionistas individuales de acciones.",INCLUDE,
Risk Identification and Decision Making for P2P Companies: An Empirical Study in the Bohai Coast Regions,Scopus + WoS,2020,EXCLUDE,E4,"Desarrolla un modelo de identificacion y perfilamiento de riesgo corporativo de plataformas P2P para ayudar a los inversionistas a elegir, pero el objeto de estudio es el riesgo institucional de las plataformas, no el comportamiento del inversionista.",EXCLUDE,
An investigation of financial investment intention using covariance-based structural equation modelling,Scopus only,2020,INCLUDE,"I1,I2,I3,I4",Investiga los predictores de la percepcion de riesgo y la actitud hacia la intencion de inversion financiera de individuos mediante modelamiento de ecuaciones estructurales.,INCLUDE,
Impact of behavioral biases on investment decisions: A study on selected risk averse investors in india,Scopus only,2020,INCLUDE,"I1,I2,I3,I4",Examina la presencia de sesgos conductuales en inversionistas indios aversos al riesgo y cual sesgo predomina en este perfil.,INCLUDE,
"Do as i say, not as i do: An analysis of portfolio development recommendations made by financial advisors",Scopus only,2020,INCLUDE,"I1,I2,I3,I4","Analiza como los asesores financieros usan y ponderan los insumos de perfilamiento de riesgo (horizonte, edad) al recomendar portafolios a sus clientes inversionistas, aportando evidencia sobre la practica de clasificacion conductual.",INCLUDE,
Role of emotional bias on investment decision from behavioural finance perspective,Scopus only,2020,INCLUDE,"I1,I2,I3,I4","Estudia el rol de sesgos emocionales (exceso de confianza, aversion a la perdida, sesgo de dotacion) en la decision de inversion de inversionistas individuales en India.",INCLUDE,
Online risk monitoring using offline simulation,Scopus only,2020,EXCLUDE,E6,"Propone un metodo estadistico de clasificacion de niveles de riesgo de portafolio mediante simulacion y regresion logistica, sin abordar ningun constructo conductual del inversionista.",EXCLUDE,
Optimal proportional reinsurance and investment problem for insurers with loss aversion,Scopus only,2020,EXCLUDE,E5,"Estudia el problema optimo de reaseguro e inversion para una aseguradora con aversion a la perdida, un contexto actuarial/institucional sin relacion con el comportamiento del inversionista individual.",EXCLUDE,
Loss aversion in an agent-based asset pricing model,Scopus + WoS,2020,INCLUDE,"I1,I2,I3,I4",Introduce la aversion a la perdida en un modelo de fijacion de precios de activos basado en agentes para evaluar sus implicaciones conductuales en el comportamiento de los inversionistas.,INCLUDE,
Preference-based evolutionary multi-objective optimization for portfolio selection: a new credibilistic model under investor preferences,Scopus only,2020,INCLUDE,"I1,I2,I3,I4","Propone un modelo de seleccion de portafolio que incorpora la aversion a la perdida como funcion objetivo y define perfiles de inversionista (conservador, cauteloso, agresivo).",INCLUDE,
The impact of longevity on a valuation of long-term investments returns: The case of selected european countries,Scopus only,2020,EXCLUDE,E6,"Analiza el impacto de la longevidad en la valoracion de inversiones de largo plazo mediante perfiles de riesgo (bajo, medio, alto) genericos, sin constructo conductual del inversionista.",EXCLUDE,
An emergent taxonomy for operational risk: Capturing the wisdom of crowds,Scopus + WoS,2020,EXCLUDE,E4,"Construye una taxonomia de riesgo operacional para instituciones financieras a partir de la sabiduria colectiva de expertos, riesgo corporativo/institucional puro sin angulo conductual del inversionista individual.",EXCLUDE,
What makes an investment risky? An analysis of price path characteristics,Scopus + WoS,2020,INCLUDE,"I1,I2,I3,I4",Examina mediante experimentos de encuesta como las caracteristicas de la trayectoria de precios historicos influyen en la percepcion de riesgo y la propension a invertir de individuos.,INCLUDE,
Predicting a Model for the Financial Risk Tolerance of Retail Investors of Durgapur City on Their Demographic Factors Using Multiple Discriminant Analysis,Scopus only,2020,INCLUDE,"I1,I2,I3,I4",Predice la tolerancia al riesgo financiero de inversionistas minoristas de Durgapur en funcion de factores demograficos mediante analisis discriminante multiple.,INCLUDE,
"3rd International Conference on Smart Computing and Informatics, SCI 2018",Scopus only,2020,EXCLUDE,E7,"Es la tabla de contenidos de las actas de una conferencia con multiples trabajos no relacionados entre si, sin contenido sustantivo propio sobre riesgo conductual de inversionistas.",EXCLUDE,
